"","Id","Code","Name","Class","Standard Concept Caption","Valid Start Date","Valid End Date","RC","DRC","PC","DPC","Domain","Vocabulary","Ancestors"
"","4121620","233945002","Pulmonary arterial hypertension induced by drug","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","44782561","697901009","Pulmonary arterial hypertension induced by toxin","Clinical Finding","Standard","01/30/2014","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4108173","251039005","Pulmonary artery finding","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4317288","95441000","Pulmonary artery stenosis","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4112096","253624000","Pulmonary atresia with confluent pulmonary arteries","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","440260","210790008","Pulmonary blood vessel injury","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4121621","233949008","Pulmonary capillary hemangiomatosis","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4322024","70995007","Pulmonary hypertension","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4124832","233950008","Pulmonary hypertension associated with chronic underventilation","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","44783632","697915006","Pulmonary hypertension due to alveolar hypoventilation disorder","Clinical Finding","Standard","01/30/2014","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4124833","233954004","Pulmonary hypertension due to chronic exposure to high altitude","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","44782563","697911002","Pulmonary hypertension due to chronic obstructive pulmonary disease","Clinical Finding","Standard","01/30/2014","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","605202","1010627004","Pulmonary hypertension due to developmental abnormality","Clinical Finding","Standard","01/30/2021","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","44783633","697916007","Pulmonary hypertension due to developmental abnormality of the lung","Clinical Finding","Standard","01/30/2014","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","44783641","697926000","Pulmonary hypertension due to diastolic systemic ventricular dysfunction","Clinical Finding","Standard","01/30/2014","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","604307","879816009","Pulmonary hypertension due to familial pulmonary capillary hemangiomatosis","Clinical Finding","Standard","01/30/2021","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","44782564","697917003","Pulmonary hypertension due to hematological disorder","Clinical Finding","Standard","01/30/2014","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","715990","OMOP5160884","Pulmonary hypertension due to hypoxia","Clinical Finding","Standard","04/07/2022","12/30/2099","timeout","timeout","timeout","timeout","Condition","OMOP Extension",""
"","44783629","697912009","Pulmonary hypertension due to interstitial lung disease","Clinical Finding","Standard","01/30/2014","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","43020910","472790001","Pulmonary hypertension due to left heart disease","Clinical Finding","Standard","01/30/2013","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","44782566","697927009","Pulmonary hypertension due to left-sided valvular heart disease","Clinical Finding","Standard","01/30/2014","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","715989","OMOP5160883","Pulmonary hypertension due to lung disease","Clinical Finding","Standard","04/07/2022","12/30/2099","timeout","timeout","timeout","timeout","Condition","OMOP Extension",""
"","44783628","697910001","Pulmonary hypertension due to lung disease and/or hypoxia","Clinical Finding","Standard","01/30/2014","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","44783634","697918008","Pulmonary hypertension due to myeloproliferative disorder","Clinical Finding","Standard","01/30/2014","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","44783635","697919000","Pulmonary hypertension due to post-splenectomy hematological disorder","Clinical Finding","Standard","01/30/2014","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","604305","879814007","Pulmonary hypertension due to pulmonary capillary hemangiomatosis","Clinical Finding","Standard","01/30/2021","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","44783630","697913004","Pulmonary hypertension due to pulmonary disease with mixed restrictive and obstructive pattern","Clinical Finding","Standard","01/30/2014","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","605200","1010625007","Pulmonary hypertension due to pulmonary disease with mixed restrictive and obstructive patterns","Clinical Finding","Standard","01/30/2021","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","604306","879815008","Pulmonary hypertension due to pulmonary veno-occlusive disease","Clinical Finding","Standard","01/30/2021","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","44783631","697914005","Pulmonary hypertension due to sleep-disordered breathing","Clinical Finding","Standard","01/30/2014","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","44783640","697925001","Pulmonary hypertension due to systolic systemic ventricular dysfunction","Clinical Finding","Standard","01/30/2014","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","45766237","703355003","Pulmonary hypertension due to vasculitis","Clinical Finding","Standard","07/30/2014","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","44782565","697922003","Pulmonary hypertension in Langerhans cell histiocytosis","Clinical Finding","Standard","01/30/2014","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","44783638","697923008","Pulmonary hypertension in lymphangioleiomyomatosis","Clinical Finding","Standard","01/30/2014","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","44783639","697924002","Pulmonary hypertension in neurofibromatosis","Clinical Finding","Standard","01/30/2014","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","44783637","697921005","Pulmonary hypertension in sarcoidosis","Clinical Finding","Standard","01/30/2014","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","44783636","697920006","Pulmonary hypertension in systemic disorder","Clinical Finding","Standard","01/30/2014","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4235804","360578005","Pulmonary hypertension secondary to raised pulmonary vascular resistance","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4081038","276792008","Pulmonary hypertension with extreme obesity","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4081039","276793003","Pulmonary hypertension with occult mitral stenosis","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4207534","5499009","Pulmonary hypertensive venous disease","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4174275","277844007","Pulmonary lymphangioleiomyomatosis","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4121650","234062003","Pulmonary vein stenosis","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4232485","89420002","Pulmonary veno-occlusive disease","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","43021932","472757001","Pulmonary venous hypertension as complication of procedure","Clinical Finding","Standard","01/30/2013","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","43020840","472758006","Pulmonary venous hypertension due to compression of pulmonary great vein","Clinical Finding","Standard","01/30/2013","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","43020842","472760008","Pulmonary venous hypertension due to compression of pulmonary great vein by lymphadenopathy","Clinical Finding","Standard","01/30/2013","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","43021933","472761007","Pulmonary venous hypertension due to compression of pulmonary great vein by neoplasm","Clinical Finding","Standard","01/30/2013","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","43020841","472759003","Pulmonary venous hypertension due to compression of pulmonary great vein by sclerosing mediastinitis","Clinical Finding","Standard","01/30/2013","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","44783642","697928004","Pulmonary venous hypertension due to congenital stenosis of pulmonary vein","Clinical Finding","Standard","01/30/2014","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","764871","7371000175103","Reduced ejection fraction co-occurrent and due to acute on chronic heart failure","Clinical Finding","Standard","08/31/2016","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","764872","7381000175100","Reduced ejection fraction co-occurrent and due to chronic heart failure","Clinical Finding","Standard","08/31/2016","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4199500","314206003","Refractory heart failure","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4101317","253522006","Right cardiac ventricular dilatation","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4101621","253516002","Right ventricular abnormality","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4273632","367363000","Right ventricular failure","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4231591","89792004","Right ventricular hypertrophy","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4101625","253530007","Right ventricular outflow tract obstruction","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","36713113","328511000119109","Saddle embolus of pulmonary artery","Clinical Finding","Standard","01/30/2017","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","35615055","15964701000119109","Saddle embolus of pulmonary artery with acute cor pulmonale","Clinical Finding","Standard","07/30/2018","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4249898","7377003","Sclerosing mediastinitis","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4339214","88223008","Secondary pulmonary hypertension","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4079296","277639002","Sepsis-associated right ventricular failure","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","3654818","840308008","Severe pulmonary hypertension","Clinical Finding","Standard","07/30/2020","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","36715405","721073008","Short stature with webbed neck and congenital heart disease syndrome","Clinical Finding","Standard","01/30/2017","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4121619","233942004","Small vessel pulmonary hypertension","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4120092","233941006","Solitary pulmonary hypertension","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4101014","253304007","Solitary pulmonary trunk with aortic atresia","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4124831","233943009","Sporadic primary pulmonary hypertension","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","43020421","120861000119102","Systolic heart failure stage C","Clinical Finding","Standard","01/30/2013","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","36712929","15629741000119102","Systolic heart failure stage C due to ischemic cardiomyopathy","Clinical Finding","Standard","01/30/2017","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","43021840","120851000119104","Systolic heart failure stage D","Clinical Finding","Standard","01/30/2013","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","3656081","871603009","Transposition of great arteries with concordant atrioventricular connections and ventricular septal defect","Clinical Finding","Standard","07/30/2020","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","3656083","871605002","Transposition of great arteries with concordant atrioventricular connections and ventricular septal defect and left ventricular outflow tract obstruction","Clinical Finding","Standard","07/30/2020","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4344165","239918008","Undifferentiated connective tissue disease","Clinical Finding","Standard","01/30/2002","12/30/2099","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","315831","87837008","Chronic pulmonary heart disease","Clinical Finding","Non-Standard","01/30/2002","01/30/2021","timeout","timeout","timeout","timeout","Condition","SNOMED",""
"","4167085","274096000","Pulmonary heart disease","Clinical Finding","Non-Standard","01/30/2002","01/30/2021","timeout","timeout","timeout","timeout","Condition","SNOMED",""
