"","Id","Code","Name","Class","Standard Concept Caption","RC","DRC","PC","DPC","Domain","Vocabulary","Count"
"","4016047","170766006","Loss of hypoglycemic warning due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4193704","313436004","Type 2 diabetes mellitus without complication","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","4"
"","4048805","230796005","Non-diabetic hypoglycemic coma","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","43531010","609567009","Pre-existing type 2 diabetes mellitus in pregnancy","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","4045731","230685009","Myasthenia gravis associated with thymoma","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","43531578","771000119108","Chronic kidney disease due to type 2 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4082582","247442005","Broken skin","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4034964","237620003","Abnormal metabolic state due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4033942","238982009","Diabetic dermopathy","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","442793","74627003","Complication due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","44793114","385051000000106","Pre-existing diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","434111","59566000","Oligohydramnios","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4209145","56051008","Ketoacidosis","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4087682","280137006","Diabetic foot","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4153218","370999003","Primary hypogonadism","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3198350","10100001000004109","Poorly controlled type I diabetes with circulatory disorder","Clinical Finding","Standard","0","0","0","0","Condition","Nebraska Lexicon","1"
"","36712846","12511000132108","Persistent proteinuria","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4046335","230581008","Neuropathy in acromegaly","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4103165","301021005","Ulcer of toe","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4114427","201724008","Neuropathic arthropathy due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","438720","267434003","Mixed hyperlipidemia","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","316866","38341003","Hypertensive disorder","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4234127","359554008","Charcot's arthropathy","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4202383","5368009","Drug-induced diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","375252","371405004","Disorder of eye","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4029423","237633009","Hypoglycemia due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","375249","34711008","Traction detachment of retina","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","444369","20313009","Hyperosmolality","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","443358","301022003","Ulcer of heel","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","443871","13798002","Gestation period, 38 weeks","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4222876","421631007","Gangrene due to type 2 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","45757798","430801000124103","Proliferative retinopathy","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","440795","199745000","Complication occurring during labor and delivery","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","74719","95345008","Ulcer of foot","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","74723","67536000","Arthropathy associated with a neurological disorder","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4128221","236499007","Microalbuminuric diabetic nephropathy","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3178971","27900001000004101","Diabetic ulcer of left great toe","Clinical Finding","Standard","0","0","0","0","Condition","Nebraska Lexicon","1"
"","4200875","314902007","Type 2 diabetes mellitus with peripheral angiopathy","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4284844","67322009","Subacute osteomyelitis","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","433128","116223007","Complication","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","198124","90708001","Kidney disease","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4181965","429445008","Chronic ulcer of foot","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","46269751","10637791000119107","Necrosis of ankle bone co-occurrent and due to chronic ulcer of ankle","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","442355","43697006","Gestation period, 37 weeks","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","43531616","1531000119102","Dermopathy due to type 2 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","40277917","110359009","Intellectual disability","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","441848","73013002","Cranial nerve disorder","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","435193","95226002","Reticulosarcoma of intrathoracic lymph nodes","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
